"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"1160",39,"No","Travel Frequently",711,"R&D",4,3,"Medical Sciences",1,"Female",81,3,2,"Manufacturing Director",3,"Single",5042,3140,0,"No",13,3,4,0,10,2,1,9,2,3,8
"1161",45,"No","Travel Rarely",1329,"R&D",2,2,"Other",4,"Female",59,2,2,"Manufacturing Director",4,"Divorced",5770,5388,1,"No",19,3,1,2,10,3,3,10,7,3,9
"1162",38,"No","Travel Rarely",397,"R&D",2,2,"Medical Sciences",4,"Female",54,2,3,"Manufacturing Director",3,"Married",7756,14199,3,"Yes",19,3,4,1,10,6,4,5,4,0,2
"1163",35,"Yes","Travel Rarely",737,"Sales",10,3,"Medical Sciences",4,"Male",55,2,3,"Sales Executive",1,"Married",10306,21530,9,"No",17,3,3,0,15,3,3,13,12,6,0
"1164",37,"No","Travel Rarely",1470,"R&D",10,3,"Medical Sciences",2,"Female",71,3,1,"Research Scientist",2,"Married",3936,9953,1,"No",11,3,1,1,8,2,1,5,4,7,7
"1165",40,"No","Travel Rarely",142,"R&D",16,3,"Life Sciences",3,"Female",84,3,3,"Manufacturing Director",4,"Single",7945,19948,6,"Yes",15,3,4,0,18,2,2,4,2,3,3
"1166",44,"No","Travel Frequently",602,"HR",1,5,"HR",1,"Male",37,3,2,"HR",4,"Married",5743,10503,4,"Yes",11,3,3,0,14,3,3,10,7,0,2
"1167",48,"No","Travel Frequently",365,"R&D",4,5,"Medical Sciences",3,"Male",89,2,4,"Manager",4,"Married",15202,5602,2,"No",25,4,2,1,23,3,3,2,2,2,2
"1168",35,"Yes","Travel Rarely",763,"Sales",15,2,"Medical Sciences",1,"Male",59,1,2,"Sales Executive",4,"Divorced",5440,22098,6,"Yes",14,3,4,2,7,2,2,2,2,2,2
"1169",24,"No","Travel Frequently",567,"R&D",2,1,"Technical",1,"Female",32,3,1,"Research Scientist",4,"Single",3760,17218,1,"Yes",13,3,3,0,6,2,3,6,3,1,3
"1170",27,"No","Travel Rarely",691,"R&D",8,3,"Medical Sciences",2,"Female",86,4,1,"Research Scientist",3,"Married",3517,24052,7,"No",17,3,1,0,5,0,3,3,2,0,2
"1171",27,"No","Travel Frequently",591,"R&D",8,3,"Medical Sciences",4,"Male",87,3,1,"Research Scientist",4,"Single",2580,6297,2,"No",13,3,3,0,6,0,2,4,2,1,2
"1172",40,"Yes","Travel Rarely",1329,"R&D",7,3,"Life Sciences",1,"Male",73,3,1,"Laboratory Technician",1,"Single",2166,3339,3,"Yes",14,3,2,0,10,3,1,4,2,0,3
"1173",29,"No","Travel Rarely",469,"Sales",10,3,"Medical Sciences",3,"Male",42,2,2,"Sales Executive",3,"Single",5869,23413,9,"No",11,3,3,0,8,2,3,5,2,1,4
"1174",36,"No","Travel Rarely",319,"R&D",5,4,"Life Sciences",2,"Female",42,3,3,"Healthcare Representative",3,"Married",8008,22792,4,"No",12,3,3,2,9,6,3,3,2,0,2
"1175",25,"No","Travel Frequently",772,"R&D",2,1,"Life Sciences",4,"Male",77,4,2,"Manufacturing Director",3,"Divorced",5206,4973,1,"No",17,3,3,2,7,6,3,7,7,0,7
"1176",39,"No","Travel Rarely",492,"R&D",12,3,"Medical Sciences",4,"Male",66,3,2,"Manufacturing Director",2,"Married",5295,7693,4,"No",21,4,3,0,16,3,3,5,4,1,0
"1177",49,"No","Travel Rarely",301,"R&D",22,4,"Other",1,"Female",72,3,4,"Research Director",2,"Married",16413,8489,3,"No",16,3,2,2,27,2,3,4,2,1,2
"1178",50,"No","Travel Rarely",813,"R&D",17,5,"Life Sciences",4,"Female",50,2,3,"Research Director",1,"Divorced",13269,23364,5,"No",15,3,3,3,19,3,3,14,11,1,11
"1179",20,"No","Travel Rarely",1141,"Sales",2,3,"Medical Sciences",3,"Female",31,3,1,"Sales Representative",3,"Single",2783,13251,1,"No",19,3,1,0,2,3,3,3,2,2,2
"1180",34,"No","Travel Rarely",1130,"R&D",3,3,"Life Sciences",4,"Female",66,3,2,"Research Scientist",2,"Divorced",5433,19332,1,"No",12,3,3,1,11,2,3,11,8,7,9
"1181",36,"No","Travel Rarely",311,"R&D",7,3,"Life Sciences",1,"Male",77,3,1,"Laboratory Technician",2,"Single",2013,10950,2,"No",11,3,3,0,15,4,3,4,3,1,3
"1182",49,"No","Travel Rarely",465,"R&D",6,1,"Life Sciences",3,"Female",41,2,4,"Healthcare Representative",3,"Married",13966,11652,2,"Yes",19,3,2,1,30,3,3,15,11,2,12
"1183",36,"No","Non Travel",894,"R&D",1,4,"Medical Sciences",4,"Female",33,2,2,"Manufacturing Director",3,"Married",4374,15411,0,"No",15,3,3,0,4,6,3,3,2,1,2
"1184",36,"No","Travel Rarely",1040,"R&D",3,2,"Life Sciences",4,"Male",79,4,2,"Healthcare Representative",1,"Married",6842,26308,6,"No",20,4,1,1,13,3,3,5,4,0,4
"1185",54,"No","Travel Rarely",584,"R&D",22,5,"Medical Sciences",2,"Female",91,3,4,"Manager",3,"Married",17426,18685,3,"No",25,4,3,1,36,6,3,10,8,4,7
"1186",43,"No","Travel Rarely",1291,"R&D",15,2,"Life Sciences",3,"Male",65,2,4,"Research Director",3,"Married",17603,3525,1,"No",24,4,1,1,14,3,3,14,10,6,11
"1187",35,"Yes","Travel Frequently",737,"Sales",12,4,"Other",4,"Male",36,3,2,"Sales Executive",4,"Single",4581,10414,3,"Yes",24,4,1,0,13,2,4,11,9,6,7
"1188",38,"No","Travel Frequently",1189,"R&D",1,3,"Life Sciences",4,"Male",90,3,2,"Research Scientist",4,"Married",4735,9867,7,"No",15,3,4,2,19,4,4,13,11,2,9
"1189",29,"No","Travel Rarely",991,"Sales",5,3,"Medical Sciences",1,"Male",43,2,2,"Sales Executive",2,"Divorced",4187,3356,1,"Yes",13,3,2,1,10,3,2,10,0,0,9
"1190",33,"No","Travel Rarely",392,"Sales",2,4,"Medical Sciences",4,"Male",93,3,2,"Sales Executive",4,"Divorced",5505,3921,1,"No",14,3,3,2,6,5,3,6,2,0,4
"1191",32,"No","Travel Rarely",977,"R&D",2,3,"Medical Sciences",4,"Male",45,3,2,"Research Scientist",2,"Divorced",5470,25518,0,"No",13,3,3,2,10,4,2,9,5,1,6
"1192",31,"No","Travel Rarely",1112,"Sales",5,4,"Life Sciences",1,"Female",67,3,2,"Sales Executive",4,"Married",5476,22589,1,"No",11,3,1,2,10,2,3,10,0,0,2
"1193",49,"No","Travel Rarely",464,"R&D",16,3,"Medical Sciences",4,"Female",74,3,2,"Laboratory Technician",1,"Divorced",2587,24941,4,"Yes",16,3,2,1,17,2,2,2,2,2,2
"1194",38,"No","Travel Frequently",148,"R&D",2,3,"Medical Sciences",4,"Female",42,2,1,"Laboratory Technician",2,"Single",2440,23826,1,"No",22,4,2,0,4,3,3,4,3,3,3
"1195",47,"No","Travel Rarely",1225,"Sales",2,4,"Life Sciences",2,"Female",47,4,4,"Manager",2,"Divorced",15972,21086,6,"No",14,3,3,3,29,2,3,3,2,1,2
"1196",49,"No","Travel Rarely",809,"R&D",1,3,"Life Sciences",3,"Male",36,3,4,"Manager",3,"Married",15379,22384,1,"No",14,3,1,0,23,2,3,8,7,0,0
"1197",41,"No","Travel Rarely",1206,"Sales",23,2,"Life Sciences",4,"Male",80,3,3,"Sales Executive",3,"Single",7082,11591,3,"Yes",16,3,4,0,21,2,3,2,0,0,2
"1198",20,"No","Travel Rarely",727,"Sales",9,1,"Life Sciences",3,"Male",54,3,1,"Sales Representative",1,"Single",2728,21082,1,"No",11,3,1,0,2,3,3,2,2,0,2
"1199",33,"No","Non Travel",530,"Sales",16,3,"Life Sciences",3,"Female",36,3,2,"Sales Executive",4,"Divorced",5368,16130,1,"Yes",25,4,3,1,7,2,3,6,5,1,2
"1200",36,"No","Travel Rarely",1351,"R&D",26,4,"Life Sciences",1,"Male",80,1,2,"Healthcare Representative",3,"Married",5347,7419,6,"No",14,3,1,2,10,2,2,3,2,0,2
"1201",44,"No","Travel Rarely",528,"HR",1,3,"Life Sciences",3,"Female",44,3,1,"HR",4,"Divorced",3195,4167,4,"Yes",18,3,1,3,8,2,3,2,2,2,2
"1202",23,"Yes","Travel Rarely",1320,"R&D",8,1,"Medical Sciences",4,"Male",93,2,1,"Laboratory Technician",3,"Single",3989,18275,1,"Yes",11,3,1,0,5,2,3,5,4,1,2
"1203",38,"No","Travel Rarely",1495,"R&D",4,2,"Medical Sciences",4,"Female",87,3,1,"Laboratory Technician",3,"Married",3306,26176,7,"No",19,3,4,1,7,5,2,0,0,0,0
"1204",53,"No","Travel Rarely",1395,"R&D",24,4,"Medical Sciences",2,"Male",48,4,3,"Healthcare Representative",4,"Married",7005,3458,3,"No",15,3,3,0,11,2,3,4,3,1,2
"1205",48,"Yes","Travel Frequently",708,"Sales",7,2,"Medical Sciences",4,"Female",95,3,1,"Sales Representative",3,"Married",2655,11740,2,"Yes",11,3,3,2,13,3,3,9,7,7,7
"1206",32,"Yes","Travel Rarely",1259,"R&D",2,4,"Life Sciences",4,"Male",95,3,1,"Laboratory Technician",2,"Single",1393,24852,1,"No",12,3,1,0,1,2,3,1,0,0,0
"1207",26,"No","Non Travel",786,"R&D",7,3,"Medical Sciences",4,"Male",76,3,1,"Laboratory Technician",4,"Single",2570,11925,1,"No",20,4,3,0,7,5,3,7,7,5,7
"1208",55,"No","Travel Rarely",1441,"R&D",7,3,"Technical",1,"Male",94,2,1,"Research Scientist",2,"Divorced",3537,23737,5,"No",12,3,4,1,8,1,3,4,2,1,2
"1209",34,"No","Travel Rarely",1157,"R&D",5,2,"Medical Sciences",2,"Male",57,3,2,"Laboratory Technician",4,"Married",3986,11912,1,"No",14,3,3,1,15,3,4,15,10,4,13
"1210",60,"No","Travel Rarely",370,"R&D",1,4,"Medical Sciences",3,"Male",92,1,3,"Healthcare Representative",4,"Divorced",10883,20467,3,"No",20,4,3,1,19,1,4,1,0,0,0
"1211",33,"No","Travel Rarely",267,"R&D",21,3,"Medical Sciences",2,"Male",79,4,1,"Laboratory Technician",2,"Married",2028,13637,1,"No",18,3,4,3,14,6,3,14,11,2,13
"1212",37,"No","Travel Frequently",1278,"Sales",1,4,"Medical Sciences",3,"Male",31,1,2,"Sales Executive",4,"Divorced",9525,7677,1,"No",14,3,3,2,6,2,2,6,3,1,3
"1213",34,"No","Travel Rarely",678,"R&D",19,3,"Life Sciences",2,"Female",35,2,1,"Research Scientist",4,"Married",2929,20338,1,"No",12,3,2,0,10,3,3,10,9,8,7
"1214",23,"Yes","Travel Rarely",427,"Sales",7,3,"Life Sciences",3,"Male",99,3,1,"Sales Representative",4,"Divorced",2275,25103,1,"Yes",21,4,2,1,3,2,2,3,2,0,2
"1215",44,"No","Travel Rarely",1246,"R&D",2,3,"Life Sciences",3,"Female",96,4,3,"Healthcare Representative",4,"Married",7879,14810,1,"Yes",19,3,2,1,9,2,3,8,7,6,7
"1216",35,"No","Travel Frequently",146,"R&D",2,4,"Medical Sciences",1,"Male",79,2,1,"Research Scientist",4,"Single",4930,13970,0,"Yes",14,3,3,0,6,2,4,5,4,1,4
"1217",43,"No","Travel Rarely",1179,"Sales",2,3,"Medical Sciences",4,"Male",73,3,2,"Sales Executive",4,"Married",7847,6069,1,"No",17,3,1,1,10,3,3,10,9,8,8
"1218",24,"No","Travel Rarely",581,"R&D",9,3,"Medical Sciences",3,"Male",62,4,1,"Research Scientist",3,"Married",4401,17616,1,"No",16,3,4,1,5,1,3,5,3,0,4
"1219",41,"No","Travel Rarely",918,"Sales",6,3,"Marketing",4,"Male",35,3,3,"Sales Executive",3,"Single",9241,15869,1,"No",12,3,2,0,10,3,3,10,8,8,7
"1220",29,"No","Travel Rarely",1082,"R&D",9,4,"Medical Sciences",4,"Female",43,3,1,"Laboratory Technician",3,"Married",2974,25412,9,"No",17,3,3,1,9,2,3,5,3,1,2
"1221",36,"No","Travel Rarely",530,"Sales",2,4,"Life Sciences",3,"Female",51,3,2,"Sales Representative",4,"Single",4502,7439,3,"No",15,3,3,0,17,2,2,13,7,6,7
"1222",45,"No","Non Travel",1238,"R&D",1,1,"Life Sciences",3,"Male",74,2,3,"Healthcare Representative",3,"Married",10748,3395,3,"No",23,4,4,1,25,3,2,23,15,14,4
"1223",24,"Yes","Travel Rarely",240,"HR",22,1,"HR",4,"Male",58,1,1,"HR",3,"Married",1555,11585,1,"No",11,3,3,1,1,4,3,1,0,0,0
"1224",47,"Yes","Travel Frequently",1093,"Sales",9,3,"Life Sciences",3,"Male",82,1,4,"Sales Executive",3,"Married",12936,24164,7,"No",11,3,3,0,25,3,1,23,5,14,10
"1225",26,"No","Travel Rarely",390,"R&D",17,4,"Medical Sciences",4,"Male",62,1,1,"Laboratory Technician",3,"Married",2305,6217,1,"No",15,3,3,3,3,3,4,3,2,0,2
"1226",45,"No","Travel Rarely",1005,"R&D",28,2,"Technical",4,"Female",48,2,4,"Research Director",2,"Single",16704,17119,1,"No",11,3,3,0,21,2,3,21,6,8,6
"1227",32,"No","Travel Frequently",585,"R&D",10,3,"Life Sciences",1,"Male",56,3,1,"Research Scientist",3,"Married",3433,17360,6,"No",13,3,1,1,10,3,2,5,2,1,3
"1228",31,"No","Travel Rarely",741,"R&D",2,4,"Life Sciences",2,"Male",69,3,1,"Laboratory Technician",3,"Married",3477,18103,1,"No",14,3,4,1,6,2,4,5,2,0,3
"1229",41,"No","Non Travel",552,"HR",4,3,"HR",3,"Male",60,1,2,"HR",2,"Married",6430,20794,6,"No",19,3,2,1,10,4,3,3,2,1,2
"1230",40,"No","Travel Rarely",369,"R&D",8,2,"Life Sciences",2,"Female",92,3,2,"Manufacturing Director",1,"Married",6516,5041,2,"Yes",16,3,2,1,18,3,3,1,0,0,0
"1231",24,"No","Travel Rarely",506,"R&D",29,1,"Medical Sciences",2,"Male",91,3,1,"Laboratory Technician",1,"Divorced",3907,3622,1,"No",13,3,2,3,6,2,4,6,2,1,2
"1232",46,"No","Travel Rarely",717,"R&D",13,4,"Life Sciences",3,"Male",34,3,2,"Healthcare Representative",2,"Single",5562,9697,6,"No",14,3,4,0,19,3,3,10,7,0,9
"1233",35,"No","Travel Rarely",1370,"R&D",27,4,"Life Sciences",4,"Male",49,3,2,"Manufacturing Director",3,"Married",6883,5151,2,"No",16,3,2,1,17,3,3,7,7,0,7
"1234",30,"No","Travel Rarely",793,"R&D",16,1,"Life Sciences",2,"Male",33,3,1,"Research Scientist",4,"Married",2862,3811,1,"No",12,3,2,1,10,2,2,10,2,0,8
"1235",47,"No","Non Travel",543,"Sales",2,4,"Marketing",3,"Male",87,3,2,"Sales Executive",2,"Married",4978,3536,7,"No",11,3,4,1,4,3,1,1,0,0,0
"1236",46,"No","Travel Rarely",1277,"Sales",2,3,"Life Sciences",3,"Male",74,3,3,"Sales Executive",4,"Divorced",10368,5596,4,"Yes",12,3,2,1,13,5,2,10,6,0,3
"1237",36,"Yes","Travel Rarely",1456,"Sales",13,5,"Marketing",2,"Male",96,2,2,"Sales Executive",1,"Divorced",6134,8658,5,"Yes",13,3,2,3,16,3,3,2,2,2,2
"1239",23,"No","Travel Rarely",160,"R&D",4,1,"Medical Sciences",3,"Female",51,3,1,"Laboratory Technician",2,"Single",3295,12862,1,"No",13,3,3,0,3,3,1,3,2,1,2
"1240",31,"No","Travel Frequently",163,"R&D",24,1,"Technical",4,"Female",30,3,2,"Manufacturing Director",4,"Single",5238,6670,2,"No",20,4,4,0,9,3,2,5,4,1,4
"1241",39,"No","Non Travel",792,"R&D",1,3,"Life Sciences",4,"Male",77,3,2,"Laboratory Technician",3,"Married",6472,8989,1,"Yes",15,3,4,1,9,2,3,9,8,5,8
"1242",32,"No","Travel Rarely",371,"Sales",19,3,"Life Sciences",4,"Male",80,1,3,"Sales Executive",3,"Married",9610,3840,3,"No",13,3,3,1,10,2,1,4,3,0,2
"1243",40,"No","Travel Rarely",611,"Sales",7,4,"Medical Sciences",2,"Male",88,3,5,"Manager",2,"Single",19833,4349,1,"No",14,3,2,0,21,3,2,21,8,12,8
"1244",45,"No","Travel Rarely",176,"HR",4,3,"Life Sciences",3,"Female",56,1,3,"HR",3,"Married",10851,6595,4,"No",21,4,3,2,9,2,4,5,0,0,3
"1245",30,"No","Travel Frequently",1312,"R&D",2,4,"Technical",4,"Female",78,2,1,"Research Scientist",1,"Single",4968,26427,0,"No",16,3,4,0,10,2,3,9,11,0,7
"1246",24,"No","Travel Frequently",897,"HR",10,3,"Medical Sciences",1,"Male",59,3,1,"HR",4,"Married",2145,2097,0,"No",14,3,4,1,3,2,3,2,2,2,1
"1247",30,"Yes","Travel Frequently",600,"HR",8,3,"HR",3,"Female",66,3,1,"HR",4,"Divorced",2180,9732,6,"No",11,3,3,1,6,0,2,4,2,1,2
"1248",31,"No","Travel Rarely",1003,"Sales",5,3,"Technical",1,"Male",51,3,2,"Sales Executive",3,"Married",8346,20943,1,"No",19,3,3,1,6,3,3,5,2,0,2
"1249",27,"No","Travel Rarely",1054,"R&D",27,3,"Medical Sciences",3,"Female",67,3,1,"Research Scientist",4,"Single",3445,6152,1,"No",11,3,3,0,6,5,2,6,2,1,4
"1251",29,"No","Travel Frequently",461,"R&D",1,3,"Life Sciences",4,"Male",70,4,2,"Healthcare Representative",3,"Single",6294,23060,8,"Yes",12,3,4,0,10,5,4,3,2,0,2
"1252",30,"No","Travel Rarely",979,"Sales",15,2,"Marketing",3,"Male",94,2,3,"Sales Executive",1,"Divorced",7140,3088,2,"No",11,3,1,1,12,2,3,7,7,1,7
"1253",34,"No","Travel Rarely",181,"R&D",2,4,"Medical Sciences",4,"Male",97,4,1,"Research Scientist",4,"Married",2932,5586,0,"Yes",14,3,1,3,6,3,3,5,0,1,2
"1254",33,"No","Non Travel",1283,"Sales",2,3,"Marketing",4,"Male",62,3,2,"Sales Executive",2,"Single",5147,10697,8,"No",15,3,4,0,13,2,2,11,7,1,7
"1255",49,"No","Travel Rarely",1313,"Sales",11,4,"Marketing",4,"Female",80,3,2,"Sales Executive",4,"Single",4507,8191,3,"No",12,3,3,0,8,1,4,5,1,0,4
"1256",33,"Yes","Travel Rarely",211,"Sales",16,3,"Life Sciences",1,"Female",74,3,1,"Sales Executive",1,"Single",8564,10092,2,"Yes",20,4,3,0,11,2,2,0,0,0,0
"1257",38,"No","Travel Frequently",594,"R&D",2,2,"Medical Sciences",3,"Female",75,2,1,"Laboratory Technician",2,"Married",2468,15963,4,"No",14,3,2,1,9,4,3,6,1,0,5
"1258",31,"Yes","Travel Rarely",1079,"Sales",16,4,"Medical Sciences",1,"Male",70,3,3,"Sales Executive",3,"Married",8161,19002,2,"No",13,3,1,3,10,2,3,1,0,0,0
"1259",29,"No","Travel Rarely",590,"R&D",4,3,"Technical",4,"Female",91,2,1,"Research Scientist",1,"Divorced",2109,10007,1,"No",13,3,3,1,1,2,3,1,0,0,0
"1260",30,"No","Travel Rarely",305,"R&D",16,3,"Life Sciences",3,"Male",58,4,2,"Healthcare Representative",3,"Married",5294,9128,3,"No",16,3,3,1,10,3,3,7,0,1,7
"1261",32,"No","Non Travel",953,"R&D",5,4,"Technical",2,"Male",65,3,1,"Research Scientist",2,"Single",2718,17674,2,"No",14,3,2,0,12,3,3,7,7,0,7
"1262",38,"No","Travel Rarely",833,"R&D",18,3,"Medical Sciences",2,"Male",60,1,2,"Healthcare Representative",4,"Married",5811,24539,3,"Yes",16,3,3,1,15,2,3,1,0,1,0
"1263",43,"Yes","Travel Frequently",807,"R&D",17,3,"Technical",3,"Male",38,2,1,"Research Scientist",3,"Married",2437,15587,9,"Yes",16,3,4,1,6,4,3,1,0,0,0
"1264",42,"No","Travel Rarely",855,"R&D",12,3,"Medical Sciences",2,"Male",57,3,1,"Laboratory Technician",2,"Divorced",2766,8952,8,"No",22,4,2,3,7,6,2,5,3,0,4
"1265",55,"No","Travel Rarely",478,"R&D",2,3,"Medical Sciences",3,"Male",60,2,5,"Research Director",1,"Married",19038,19805,8,"No",12,3,2,3,34,2,3,1,0,0,0
"1266",33,"No","Non Travel",775,"R&D",4,3,"Technical",4,"Male",90,3,2,"Research Scientist",2,"Divorced",3055,6194,5,"No",15,3,4,2,11,2,2,9,8,1,7
"1267",41,"No","Travel Rarely",548,"R&D",9,4,"Life Sciences",3,"Male",94,3,1,"Laboratory Technician",1,"Divorced",2289,20520,1,"No",20,4,2,2,5,2,3,5,3,0,4
"1268",34,"No","Non Travel",1375,"Sales",10,3,"Life Sciences",4,"Male",87,3,2,"Sales Executive",3,"Divorced",4001,12313,1,"Yes",14,3,3,1,15,3,3,15,14,0,7
"1269",53,"No","Non Travel",661,"R&D",1,4,"Medical Sciences",1,"Female",60,2,4,"Manufacturing Director",3,"Married",12965,22308,4,"Yes",20,4,4,3,27,2,3,3,2,0,2
"1270",43,"No","Travel Rarely",244,"HR",2,3,"Life Sciences",2,"Male",97,3,1,"HR",4,"Single",3539,5033,0,"No",13,3,2,0,10,5,3,9,7,1,8
"1271",34,"No","Travel Rarely",511,"Sales",3,2,"Life Sciences",4,"Female",32,1,2,"Sales Executive",4,"Single",6029,25353,5,"No",12,3,1,0,6,3,3,2,2,2,2
"1272",21,"Yes","Travel Rarely",337,"Sales",7,1,"Marketing",2,"Male",31,3,1,"Sales Representative",4,"Single",2679,4567,1,"No",13,3,2,0,1,3,3,1,0,1,0
"1273",38,"No","Travel Rarely",1153,"R&D",6,2,"Other",4,"Female",40,2,1,"Laboratory Technician",3,"Married",3702,16376,1,"No",11,3,2,1,5,3,3,5,4,0,4
"1274",22,"Yes","Travel Rarely",1294,"R&D",8,1,"Medical Sciences",3,"Female",79,3,1,"Laboratory Technician",1,"Married",2398,15999,1,"Yes",17,3,3,0,1,6,3,1,0,0,0
"1275",31,"No","Travel Rarely",196,"Sales",29,4,"Marketing",1,"Female",91,2,2,"Sales Executive",4,"Married",5468,13402,1,"No",14,3,1,2,13,3,3,12,7,5,7
"1276",51,"No","Travel Rarely",942,"R&D",3,3,"Technical",1,"Female",53,3,3,"Manager",3,"Married",13116,22984,2,"No",11,3,4,0,15,2,3,2,2,2,2
"1277",37,"No","Travel Rarely",589,"Sales",9,2,"Marketing",2,"Male",46,2,2,"Sales Executive",2,"Married",4189,8800,1,"No",14,3,1,2,5,2,3,5,2,0,3
"1278",46,"No","Travel Rarely",734,"R&D",2,4,"Medical Sciences",3,"Male",46,3,5,"Research Director",4,"Divorced",19328,14218,7,"Yes",17,3,3,1,24,3,3,2,1,2,2
"1279",36,"No","Travel Rarely",1383,"R&D",10,3,"Life Sciences",4,"Male",90,3,3,"Healthcare Representative",1,"Married",8321,25949,7,"Yes",13,3,4,1,15,1,3,12,8,5,7
"1280",44,"Yes","Travel Rarely",429,"R&D",1,2,"Medical Sciences",3,"Male",99,3,1,"Research Scientist",2,"Divorced",2342,11092,1,"Yes",12,3,3,3,6,2,2,5,2,2,3
"1281",37,"No","Travel Rarely",1239,"HR",8,2,"Other",3,"Male",89,3,2,"HR",2,"Divorced",4071,12832,2,"No",13,3,3,0,19,4,2,10,0,4,7
"1282",35,"Yes","Travel Rarely",303,"Sales",27,3,"Life Sciences",3,"Male",84,3,2,"Sales Executive",4,"Single",5813,13492,1,"Yes",18,3,4,0,10,2,3,10,7,7,7
"1283",33,"No","Travel Rarely",719,"R&D",8,4,"Life Sciences",4,"Male",90,4,1,"Research Scientist",1,"Married",3143,6076,1,"No",19,3,4,1,14,1,3,10,8,7,6
"1284",28,"No","Travel Rarely",1181,"R&D",1,3,"Life Sciences",3,"Male",82,3,1,"Research Scientist",4,"Married",2044,5531,1,"No",11,3,3,1,5,6,4,5,3,0,3
"1285",39,"No","Travel Rarely",1253,"R&D",10,1,"Medical Sciences",3,"Male",65,3,3,"Research Director",3,"Single",13464,7914,7,"No",21,4,3,0,9,3,3,4,3,2,2
"1286",46,"No","Non Travel",849,"Sales",26,2,"Life Sciences",2,"Male",98,2,2,"Sales Executive",2,"Single",7991,25166,8,"No",15,3,3,0,6,3,3,2,2,2,2
"1287",40,"No","Travel Rarely",616,"R&D",2,2,"Life Sciences",3,"Female",99,3,1,"Laboratory Technician",1,"Married",3377,25605,4,"No",17,3,4,1,7,5,2,4,3,0,2
"1288",42,"No","Travel Rarely",1128,"R&D",13,3,"Medical Sciences",2,"Male",95,4,2,"Healthcare Representative",1,"Married",5538,5696,5,"No",18,3,3,2,10,2,2,0,0,0,0
"1289",35,"No","Non Travel",1180,"R&D",2,2,"Medical Sciences",2,"Male",90,3,2,"Manufacturing Director",4,"Divorced",5762,24442,2,"No",14,3,3,1,15,6,3,7,7,1,7
"1290",38,"No","Non Travel",1336,"HR",2,3,"HR",1,"Male",100,3,1,"HR",2,"Divorced",2592,7129,5,"No",13,3,4,3,13,3,3,11,10,3,8
"1291",34,"Yes","Travel Frequently",234,"R&D",9,4,"Life Sciences",4,"Male",93,3,2,"Research Scientist",1,"Married",5346,6208,4,"No",17,3,2,1,11,3,2,7,1,0,7
"1292",37,"Yes","Travel Rarely",370,"R&D",10,4,"Technical",4,"Male",58,3,2,"Manufacturing Director",1,"Single",4213,4992,1,"No",15,3,2,0,10,4,1,10,3,0,8
"1293",39,"No","Travel Frequently",766,"Sales",20,3,"Life Sciences",3,"Male",83,3,2,"Sales Executive",4,"Divorced",4127,19188,2,"No",18,3,4,1,7,6,3,2,1,2,2
"1294",43,"No","Non Travel",343,"R&D",9,3,"Life Sciences",1,"Male",52,3,1,"Research Scientist",3,"Single",2438,24978,4,"No",13,3,3,0,7,2,2,3,2,1,2
"1295",41,"No","Travel Rarely",447,"R&D",5,3,"Life Sciences",2,"Male",85,4,2,"Healthcare Representative",2,"Single",6870,15530,3,"No",12,3,1,0,11,3,1,3,2,1,2
"1296",41,"No","Travel Rarely",796,"Sales",4,1,"Marketing",3,"Female",81,3,3,"Sales Executive",3,"Divorced",10447,26458,0,"Yes",13,3,4,1,23,3,4,22,14,13,5
"1297",30,"No","Travel Rarely",1092,"R&D",10,3,"Medical Sciences",1,"Female",64,3,3,"Manufacturing Director",3,"Single",9667,2739,9,"No",14,3,2,0,9,3,3,7,7,0,2
"1298",26,"Yes","Travel Rarely",920,"HR",20,2,"Medical Sciences",4,"Female",69,3,1,"HR",2,"Married",2148,6889,0,"Yes",11,3,3,0,6,3,3,5,1,1,4
"1299",46,"Yes","Travel Frequently",261,"R&D",21,2,"Medical Sciences",4,"Female",66,3,2,"Healthcare Representative",2,"Married",8926,10842,4,"No",22,4,4,1,13,2,4,9,7,3,7
"1300",40,"No","Travel Rarely",1194,"R&D",1,3,"Life Sciences",3,"Female",52,3,2,"Healthcare Representative",4,"Divorced",6513,9060,4,"No",17,3,4,1,12,3,3,5,3,0,3
"1301",34,"No","Travel Rarely",810,"Sales",8,2,"Technical",2,"Male",92,4,2,"Sales Executive",3,"Married",6799,22128,1,"No",21,4,3,2,10,5,3,13,8,4,8
"1302",58,"No","Non Travel",350,"Sales",4,3,"Medical Sciences",2,"Male",52,3,4,"Manager",2,"Divorced",16291,22577,4,"No",22,4,4,1,37,0,2,16,9,14,14
"1303",35,"No","Travel Rarely",185,"R&D",23,4,"Medical Sciences",2,"Male",91,1,1,"Laboratory Technician",3,"Married",3339,9696,0,"No",16,3,2,1,6,2,4,5,4,0,3
